10000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;10000.0
10000.0;1090.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1090.0;10000.0
10000.0;1178.2;1000.9;1000.0;1000.0;1000.0;1000.0;1000.9;1178.2;10000.0
10000.0;1264.6449;1002.664;1000.009;1000.0;1000.0;1000.009;1002.664;1264.6449;10000.0
10000.0;1349.3787;1005.25726;1000.03546;1000.00006;1000.00006;1000.03546;1005.25726;1349.3787;10000.0
10000.0;1432.4436;1008.64624;1000.08734;1000.0004;1000.0004;1000.08734;1008.64624;1432.4436;10000.0
10000.0;1513.8812;1012.79865;1000.17206;1000.0013;1000.0013;1000.17206;1012.79865;1513.8812;10000.0
10000.0;1593.7316;1017.6832;1000.29663;1000.003;1000.003;1000.29663;1017.6832;1593.7316;10000.0
10000.0;1672.0338;1023.26984;1000.4676;1000.0059;1000.0059;1000.4676;1023.26984;1672.0338;10000.0
10000.0;1748.8258;1029.5294;1000.691;1000.01056;1000.01056;1000.691;1029.5294;1748.8258;10000.0
10000.0;1824.1445;1036.434;1000.97253;1000.01733;1000.01733;1000.97253;1036.434;1824.1445;10000.0
10000.0;1898.026;1043.9564;1001.3176;1000.02686;1000.02686;1001.3176;1043.9564;1898.026;10000.0
10000.0;1970.505;1052.0707;1001.7311;1000.03973;1000.03973;1001.7311;1052.0707;1970.505;10000.0
10000.0;2041.6156;1060.7516;1002.2176;1000.05664;1000.05664;1002.2176;1060.7516;2041.6156;10000.0
10000.0;2111.3909;1069.9749;1002.7813;1000.07825;1000.07825;1002.7813;1069.9749;2111.3909;10000.0
10000.0;2179.8628;1079.717;1003.4262;1000.1053;1000.1053;1003.4262;1079.717;2179.8628;10000.0
10000.0;2247.0627;1089.9556;1004.1559;1000.1385;1000.1385;1004.1559;1089.9556;2247.0627;10000.0
10000.0;2313.021;1100.6687;1004.9737;1000.17865;1000.17865;1004.9737;1100.6687;2313.021;10000.0
